Down-log2(FC)	Down-entry	Down-mgi_symbol	Down-refseq_mrna	Down-entrezgene	Down-description
-1.35460424099363	4060	Rcl1	NM_021525	59028	RNA terminal phosphate cyclase-like 1 [Source:MGI Symbol
-1.35453993016838	1467	BC051226	0	NA	cDNA sequence BC051226 [Source:MGI Symbol
-1.35383273866441	676	Rilpl2	NM_030259	80291	Rab interacting lysosomal protein-like 2 [Source:MGI Symbol
-1.35181776418507	2620	Lrrc51	0	69358	leucine rich repeat containing 51 [Source:MGI Symbol
-1.35158923061548	2111	1300002E11Rik	0	NA	RIKEN cDNA 1300002E11 gene [Source:MGI Symbol
-1.34904575361722	8998	Gbp10	NM_001039646	626578	guanylate-binding protein 10 [Source:MGI Symbol
-1.34864445729618	1036	Dnajb2	NM_001159883	56812	DnaJ heat shock protein family (Hsp40) member B2 [Source:MGI Symbol
-1.34782807477477	5384	Evi5l	0	213027	ecotropic viral integration site 5 like [Source:MGI Symbol
-1.34734392241461	906	Vamp4	0	53330	vesicle-associated membrane protein 4 [Source:MGI Symbol
-1.3470179550704	3544	Rbpj	0	19664	recombination signal binding protein for immunoglobulin kappa J region [Source:MGI Symbol
-1.34551291384052	3534	Irf2bpl	NM_145836	238330	interferon regulatory factor 2 binding protein-like [Source:MGI Symbol
-1.3453636900499	6231	Hivep2	0	15273	human immunodeficiency virus type I enhancer binding protein 2 [Source:MGI Symbol
-1.34353743120135	6012	Xcr1	NM_011798	23832	chemokine (C motif) receptor 1 [Source:MGI Symbol
-1.34286265196345	4820	Ifih1	NM_027835	71586	interferon induced with helicase C domain 1 [Source:MGI Symbol
-1.34024815962986	2874	Gm11110	0	NA	predicted gene 11110 [Source:MGI Symbol
-1.33938747514194	1077	Ube2l6	NM_019949	56791	ubiquitin-conjugating enzyme E2L 6 [Source:MGI Symbol
-1.33722611606149	9431	Pilrb2	0	545812	paired immunoglobin-like type 2 receptor beta 2 [Source:MGI Symbol
-1.33589454655858	1149	Klhl12	0	240756	kelch-like 12 [Source:MGI Symbol
-1.33278152244189	1987	Rabgef1	NM_001199059	56715	RAB guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol
-1.33060122771101	2057	Slfn5	0	327978	schlafen 5 [Source:MGI Symbol
-1.33031535448331	6008	Gtpbp2	0	56055	GTP binding protein 2 [Source:MGI Symbol
-1.32980606168984	2204	Mir22hg	0	NA	Mir22 host gene (non-protein coding) [Source:MGI Symbol
-1.32932412981974	916	Hat1	0	107435	histone aminotransferase 1 [Source:MGI Symbol
-1.32926616439602	546	Ftl1-ps1	0	NA	ferritin light polypeptide 1
-1.32873059392175	2269	Tdrd7	NM_001290475	100121	tudor domain containing 7 [Source:MGI Symbol
-1.32636236223907	2068	Coq10b	NM_026424	67876	coenzyme Q10B [Source:MGI Symbol
-1.32590042676491	3878	Rps6kb2	NM_021485	58988	ribosomal protein S6 kinase
-1.32582872227771	3681	Rbpsuh-rs3	0	NA	recombining binding protein suppressor of hairless (Drosophila)
-1.32444254292348	7114	Fgr	NM_010208	14191	FGR proto-oncogene
-1.32370211041565	3832	Tor1aip2	NM_172843	240832	torsin A interacting protein 2 [Source:MGI Symbol
-1.32327723329839	1673	Idnk	NM_198004	75731	idnK gluconokinase homolog (E. coli) [Source:MGI Symbol
-1.32302762816498	7910	Marcksl1	NM_010807	17357	MARCKS-like 1 [Source:MGI Symbol
-1.32241223984643	549	Atp6v0e	NM_025272	11974	ATPase
-1.32191393667334	1179	Nphp1	NM_016902	53885	nephronophthisis 1 (juvenile) homolog (human) [Source:MGI Symbol
-1.32183901514115	4653	Rab3ip	NM_001003950	216363	RAB3A interacting protein [Source:MGI Symbol
-1.3204718400417	2870	Raet1d	NM_009016	19368	retinoic acid early transcript delta [Source:MGI Symbol
-1.32046475127573	527	Htatip2	0	53415	HIV-1 Tat interactive protein 2 [Source:MGI Symbol
-1.32037857911373	6022	Tas1r3	NM_031872	83771	taste receptor
-1.31997562019224	2095	Pla2g7	0	27226	phospholipase A2
-1.3196907091942	3128	Arl5b	0	75869	ADP-ribosylation factor-like 5B [Source:MGI Symbol
-1.31846656527521	5156	Msh3	NM_010829	17686	mutS homolog 3 [Source:MGI Symbol
-1.31834247749193	1581	Gm26811	0	NA	predicted gene
-1.31773267895633	3379	N4bp1	0	80750	NEDD4 binding protein 1 [Source:MGI Symbol
-1.31693446213332	7199	Nr3c1	0	14815	nuclear receptor subfamily 3
-1.31599806002437	2017	Dtnb	0	13528	dystrobrevin
-1.31564284878532	3202	Bcl2l1	NM_009743	12048	BCL2-like 1 [Source:MGI Symbol
-1.31539822498991	1432	Akr1b8	NM_008012	14187	aldo-keto reductase family 1
-1.31494281173282	1823	Klc2	0	16594	kinesin light chain 2 [Source:MGI Symbol
-1.31408350870906	1745	Fam83h	NM_134087	105732	family with sequence similarity 83
-1.31319120372086	1791	Psmd10	NM_016883	53380	proteasome (prosome
-1.31307483442104	4921	Gm10642	0	NA	predicted gene 10642 [Source:MGI Symbol
-1.31249245737811	937	Phospho2	0	73373	phosphatase
-1.31235600463189	681	Itpa	NM_025922	16434	inosine triphosphatase (nucleoside triphosphate pyrophosphatase) [Source:MGI Symbol
-1.31141035453144	2115	Zfp688	0	69234	zinc finger protein 688 [Source:MGI Symbol
-1.31053822821586	1421	Micall1	NM_177461	27008	microtubule associated monooxygenase
-1.31031325473937	2094	Tnfrsf22	NM_001311145	79202	tumor necrosis factor receptor superfamily
-1.30988276620312	1768	Nmrk1	0	225994	nicotinamide riboside kinase 1 [Source:MGI Symbol
-1.30956839485432	2579	Zfp438	NM_178722	240186	zinc finger protein 438 [Source:MGI Symbol
-1.30956739952316	6510	Rnf19b	0	75234	ring finger protein 19B [Source:MGI Symbol
-1.30950590333595	1756	Txndc12	NM_025334	66073	thioredoxin domain containing 12 (endoplasmic reticulum) [Source:MGI Symbol
-1.3090806347847	5042	Gm37376	0	NA	predicted gene
-1.30858663512362	4923	Zfp429	0	72807	zinc finger protein 429 [Source:MGI Symbol
-1.30831325263028	1216	Pttg1	NM_001131054	30939	pituitary tumor-transforming gene 1 [Source:MGI Symbol
-1.30719035819398	4282	Trpm4	0	68667	transient receptor potential cation channel
-1.30608911656147	2462	Dst	NM_001276764	13518	dystonin [Source:MGI Symbol
-1.30559429581091	4827	Sco1	0	52892	SCO1 cytochrome c oxidase assembly protein [Source:MGI Symbol
-1.30548884355972	930	Ctsz	NM_022325	64138	cathepsin Z [Source:MGI Symbol
-1.30540743494629	3578	Lims1	NM_201242	110829	LIM and senescent cell antigen-like domains 1 [Source:MGI Symbol
-1.30505223187419	2169	Sp3os	0	NA	trans-acting transcription factor 3
-1.30455784855051	4449	Tapbpl	NM_145391	213233	TAP binding protein-like [Source:MGI Symbol
-1.30399104886056	3669	Arid5a	0	214855	AT rich interactive domain 5A (MRF1-like) [Source:MGI Symbol
-1.30335025558741	3151	Moap1	NM_022323	64113	modulator of apoptosis 1 [Source:MGI Symbol
-1.30286660228812	1891	Zfp410	NM_144833	52708	zinc finger protein 410 [Source:MGI Symbol
-1.3022919995817	482	Tapt1	NM_173764	231225	transmembrane anterior posterior transformation 1 [Source:MGI Symbol
-1.30124434186144	3460	P2rx4	NM_011026	18438	purinergic receptor P2X
-1.29927761292926	1681	Rab12	0	19328	RAB12
-1.2991249416366	1869	Ctla2a	NM_007796	13024	cytotoxic T lymphocyte-associated protein 2 alpha [Source:MGI Symbol
-1.29891660268626	1345	Zbtb21	NM_175428	114565	zinc finger and BTB domain containing 21 [Source:MGI Symbol
-1.29890144992951	2602	Oas3	NM_145226	246727	2'-5' oligoadenylate synthetase 3 [Source:MGI Symbol
-1.29842005786472	1968	Tmem218	NM_001310096	66279	transmembrane protein 218 [Source:MGI Symbol
-1.29754102735823	2452	H2afy2	NM_207000	404634	H2A histone family
-1.29739266083134	2098	Smap1	0	98366	small ArfGAP 1 [Source:MGI Symbol
-1.29722588369147	718	Emc7	NM_133749	73024	ER membrane protein complex subunit 7 [Source:MGI Symbol
-1.29697272249847	4955	Pou3f1	NM_011141	18991	POU domain
-1.29561536598794	7146	Gm27177	0	NA	predicted gene 27177 [Source:MGI Symbol
-1.29485382686877	2810	Gtf3c5	NM_001290484	70239	general transcription factor IIIC
-1.29415063934461	3728	Gm37787	0	NA	predicted gene
-1.29356676007708	1759	Stam2	NM_019667	56324	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2 [Source:MGI Symbol
-1.29329488161689	4244	Ifnar1	NM_010508	15975	interferon (alpha and beta) receptor 1 [Source:MGI Symbol
-1.29052007351615	2295	Ccdc125	NM_183115	76041	coiled-coil domain containing 125 [Source:MGI Symbol
-1.29013320383923	3559	Arl16	0	70317	ADP-ribosylation factor-like 16 [Source:MGI Symbol
-1.2894955401291	870	Psmd8	0	57296	proteasome (prosome
-1.28878714871153	1470	Eif1	NM_011508	20918	eukaryotic translation initiation factor 1 [Source:MGI Symbol
-1.28767824418487	3650	C330013E15Rik	0	NA	RIKEN cDNA C330013E15 gene [Source:MGI Symbol
-1.28747952131141	1944	Tmem167b	0	67495	transmembrane protein 167B [Source:MGI Symbol
-1.28634350462853	6082	Msi2	0	76626	musashi RNA-binding protein 2 [Source:MGI Symbol
-1.28594084183987	1095	Apool	NM_001313733	68117	apolipoprotein O-like [Source:MGI Symbol
-1.28587551014649	4107	Dr1	NM_026106	13486	down-regulator of transcription 1 [Source:MGI Symbol
-1.28422571829858	3264	Ogfr	NM_031373	72075	opioid growth factor receptor [Source:MGI Symbol
-1.28398227311347	3222	Nyap1	NM_175521	243300	neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1 [Source:MGI Symbol
-1.28064653898247	995	Gfpt1	0	14583	glutamine fructose-6-phosphate transaminase 1 [Source:MGI Symbol
-1.28015386017505	1422	Slc35f6	NM_175675	74919	solute carrier family 35
-1.2799741241741	7434	Eps8	NM_007945	13860	epidermal growth factor receptor pathway substrate 8 [Source:MGI Symbol
-1.27859709344564	1201	Diablo	0	66593	diablo
-1.27800203552046	7295	Ak4	NM_001177605	11639	adenylate kinase 4 [Source:MGI Symbol
-1.27694103866325	3102	Gm19253	0	NA	predicted gene
-1.27535132678597	4136	Tmem171	NM_001025606	380863	transmembrane protein 171 [Source:MGI Symbol
-1.27520110130187	4036	2500002B13Rik	0	NA	RIKEN cDNA 2500002B13 gene [Source:MGI Symbol
-1.2736049537455	8214	Gja1	NM_010288	14609	gap junction protein
-1.27326798303294	8748	Ndrg1	NM_008681	17988	N-myc downstream regulated gene 1 [Source:MGI Symbol
-1.27077212210587	2367	Siah1a	NM_009172	20437	seven in absentia 1A [Source:MGI Symbol
-1.27034560263002	832	Clpp	NM_017393	53895	caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:MGI Symbol
-1.26925956246542	2716	Gm20784	0	NA	predicted gene
-1.26925956246542	2717	Gm21378	0	NA	predicted gene
-1.2689544689077	1977	Ist1	NM_028018	71955	increased sodium tolerance 1 homolog (yeast) [Source:MGI Symbol
-1.26884765397851	856	Gpx4	0	625249	glutathione peroxidase 4 [Source:MGI Symbol
-1.26571043113952	5519	Plag1	NM_019969	56711	pleiomorphic adenoma gene 1 [Source:MGI Symbol
-1.26536666028789	7524	Tnip3	0	414084	TNFAIP3 interacting protein 3 [Source:MGI Symbol
-1.26533196466349	872	Ift22	0	67286	intraflagellar transport 22 [Source:MGI Symbol
-1.26502092647229	2917	Casp8	NM_009812	12370	caspase 8 [Source:MGI Symbol
-1.26491628411294	3247	Tjap1	NM_028751	74094	tight junction associated protein 1 [Source:MGI Symbol
-1.26407268233949	2358	Sirt3	0	64384	sirtuin 3 [Source:MGI Symbol
-1.26374852477612	8509	Gm26778	0	NA	predicted gene
-1.26215321698249	510	Hax1	NM_011826	23897	HCLS1 associated X-1 [Source:MGI Symbol
-1.26159315407505	5385	Cpe	NM_013494	12876	carboxypeptidase E [Source:MGI Symbol
-1.26107104785272	3626	Tes	NM_207176	21753	testis derived transcript [Source:MGI Symbol
-1.26098791670425	3485	Zfp983	NM_001166497	73229	zinc finger protein 983 [Source:MGI Symbol
-1.25992490725857	4106	Ccdc109b	NM_025779	66815	coiled-coil domain containing 109B [Source:MGI Symbol
-1.25980825630169	2998	Wfdc17	NM_001081957	100034251	WAP four-disulfide core domain 17 [Source:MGI Symbol
-1.259450601092	8337	Il4ra	NM_001008700	16190	interleukin 4 receptor
-1.25853059253503	2807	Alcam	NM_009655	11658	activated leukocyte cell adhesion molecule [Source:MGI Symbol
-1.25746824847337	1361	Taf7	NM_175770	24074	TATA-box binding protein associated factor 7 [Source:MGI Symbol
-1.25732857948396	2701	Fam46c	0	74645	family with sequence similarity 46
-1.25593976850466	3629	Tbk1	NM_019786	56480	TANK-binding kinase 1 [Source:MGI Symbol
-1.25585149770883	1518	Rpgrip1l	NM_173431	244585	Rpgrip1-like [Source:MGI Symbol
-1.2538715340937	968	Slc3a2	NM_001161413	17254	solute carrier family 3 (activators of dibasic and neutral amino acid transport)
-1.25227589782774	4484	Gm10645	0	NA	predicted gene 10645 [Source:MGI Symbol
-1.25005233190279	3643	Znf41-ps	0	NA	ZNF41
-1.24660741184022	2264	Snx10	NM_001127349	71982	sorting nexin 10 [Source:MGI Symbol
-1.24646307890839	5297	Ube2e2	0	218793	ubiquitin-conjugating enzyme E2E 2 [Source:MGI Symbol
-1.24400934328234	3041	Relb	NM_009046	19698	avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol
-1.24304515831649	7493	Rin2	0	74030	Ras and Rab interactor 2 [Source:MGI Symbol
-1.24202383512868	1089	Yipf5	NM_023311	67180	Yip1 domain family
-1.24169442852449	3950	Serpinb8	NM_011459	20725	serine (or cysteine) peptidase inhibitor
-1.24146474020992	4313	Morn1	0	76866	MORN repeat containing 1 [Source:MGI Symbol
-1.24133340240162	3824	Fzd5	NM_022721	14367	frizzled class receptor 5 [Source:MGI Symbol
-1.24046339407541	2274	Kctd7	NM_172509	212919	potassium channel tetramerisation domain containing 7 [Source:MGI Symbol
-1.24042229290074	996	1810037I17Rik	NM_024461	67704	RIKEN cDNA 1810037I17 gene [Source:MGI Symbol
-1.23982114849988	859	Hras	NM_008284	15461	Harvey rat sarcoma virus oncogene [Source:MGI Symbol
-1.23844973304568	1814	Zfp523	0	224656	zinc finger protein 523 [Source:MGI Symbol
-1.23780952056665	2983	Usp42	NM_029749	76800	ubiquitin specific peptidase 42 [Source:MGI Symbol
-1.23727760693566	2867	Cfap45	0	71870	cilia and flagella associated protein 45 [Source:MGI Symbol
-1.23669260520742	4286	Tmem63b	NM_198167	224807	transmembrane protein 63b [Source:MGI Symbol
-1.23658810537409	3289	Azi2	0	27215	5-azacytidine induced gene 2 [Source:MGI Symbol
-1.23471355740725	1378	Trdmt1	NM_010067	13434	tRNA aspartic acid methyltransferase 1 [Source:MGI Symbol
-1.23408291910718	6360	Gbp6	0	100702	guanylate binding protein 6 [Source:MGI Symbol
-1.2329488152256	1126	Lgals9	NM_001159301	16859	lectin
-1.23174367689338	7163	Nfat5	0	54446	nuclear factor of activated T cells 5 [Source:MGI Symbol
-1.23015198294662	3353	Trim16	NM_053169	94092	tripartite motif-containing 16 [Source:MGI Symbol
-1.22978681709592	5783	Mtdh	0	67154	metadherin [Source:MGI Symbol
-1.22795866201993	2154	Ndel1	NM_023668	83431	nudE neurodevelopment protein 1 like 1 [Source:MGI Symbol
-1.22755306269295	8976	Nrap	0	18175	nebulin-related anchoring protein [Source:MGI Symbol
-1.22681639723084	1001	Zdhhc12	0	66220	zinc finger
-1.22592897166844	4919	Mgarp	0	67749	mitochondria localized glutamic acid rich protein [Source:MGI Symbol
-1.22579307788988	2952	Smg7	NM_001005507	226517	Smg-7 homolog
-1.2250741463516	3988	Gys1	NM_030678	14936	glycogen synthase 1
-1.22476588182527	1728	Mesdc1	NM_030705	80889	mesoderm development candidate 1 [Source:MGI Symbol
-1.22378524133304	2131	Nup50	NM_016714	18141	nucleoporin 50 [Source:MGI Symbol
-1.22157152272001	3172	Tlk2	NM_001294331	24086	tousled-like kinase 2 (Arabidopsis) [Source:MGI Symbol
-1.21959581890057	1446	Ncf4	NM_008677	17972	neutrophil cytosolic factor 4 [Source:MGI Symbol
-1.21831968602284	7351	Park2	0	50873	Parkinson disease (autosomal recessive
-1.21831774607858	2811	Tchp	NM_029992	77832	trichoplein
-1.21668527204541	1153	Gla	NM_013463	11605	galactosidase
-1.21646560082071	4715	Fbxw17	NM_175401	109082	F-box and WD-40 domain protein 17 [Source:MGI Symbol
-1.215043883176	5061	Afmid	NM_027827	71562	arylformamidase [Source:MGI Symbol
-1.21503262624248	3734	Atg4d	NM_153583	235040	autophagy related 4D
-1.21476718785424	2406	Snrnp48	NM_026382	67797	small nuclear ribonucleoprotein 48 (U11/U12) [Source:MGI Symbol
-1.21456510425962	1982	Cfl2	NM_007688	12632	cofilin 2
-1.2142715655458	6080	Tgtp2	NM_001145164	100039796	T cell specific GTPase 2 [Source:MGI Symbol
-1.21379009593739	6175	Gm43737	0	NA	predicted gene 43737 [Source:MGI Symbol
-1.21361990948244	3319	Prkce	NM_011104	18754	protein kinase C
-1.21282748736313	1238	Rabl3	NM_001042499	67657	RAB
-1.21254486907234	1017	Mrpl53	NM_026744	68499	mitochondrial ribosomal protein L53 [Source:MGI Symbol
-1.21241583967164	2965	Qsox1	0	104009	quiescin Q6 sulfhydryl oxidase 1 [Source:MGI Symbol
-1.2124091551105	8025	Tgm1	NM_001161715	21816	transglutaminase 1
-1.21138559489238	5401	Tap2	NM_011530	21355	transporter 2
-1.21099932556914	2976	Nub1	NM_001305264	53312	negative regulator of ubiquitin-like proteins 1 [Source:MGI Symbol
-1.2102467550921	4406	Plp2	NM_019755	18824	proteolipid protein 2 [Source:MGI Symbol
-1.20992701157851	5162	Cept1	NM_133869	99712	choline/ethanolaminephosphotransferase 1 [Source:MGI Symbol
-1.20961482202844	6803	Gm7367	0	NA	predicted pseudogene 7367 [Source:MGI Symbol
-1.20853078068024	2470	Zfp51	NM_001308323	22709	zinc finger protein 51 [Source:MGI Symbol
-1.20844840171579	4261	Lemd3	NM_001081193	380664	LEM domain containing 3 [Source:MGI Symbol
-1.20842398738865	1892	Atg4a	NM_174875	666468	autophagy related 4A
-1.20790969247046	2142	Fzd7	NM_008057	14369	frizzled class receptor 7 [Source:MGI Symbol
-1.20753053356821	1069	Lrp12	NM_172814	239393	low density lipoprotein-related protein 12 [Source:MGI Symbol
-1.20677528547948	988	Slc38a7	NM_172758	234595	solute carrier family 38
-1.20676872799948	867	Gpr137b-ps	0	NA	G protein-coupled receptor 137B
-1.20645257857022	1806	Zfp52	NM_144515	22710	zinc finger protein 52 [Source:MGI Symbol
-1.20550728089035	2451	Txnrd3	NM_153162	232223	thioredoxin reductase 3 [Source:MGI Symbol
-1.20467996842062	2172	Rras	NM_009101	20130	related RAS viral (r-ras) oncogene [Source:MGI Symbol
-1.20150307515648	2395	Shoc2	NM_001168505	56392	soc-2 (suppressor of clear) homolog (C. elegans) [Source:MGI Symbol
-1.20072012789727	6551	Ubash3b	NM_176860	72828	ubiquitin associated and SH3 domain containing
-1.20015461900183	1075	Dpm2	0	13481	dolichol-phosphate (beta-D) mannosyltransferase 2 [Source:MGI Symbol
-1.20009857972736	2263	Oasl2	NM_011854	23962	2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol
-1.20001230118348	2992	Ccp110	NM_182995	101565	centriolar coiled coil protein 110 [Source:MGI Symbol
-1.19921581953144	2621	Gdpd1	NM_025638	66569	glycerophosphodiester phosphodiesterase domain containing 1 [Source:MGI Symbol
-1.19898465053706	2281	Pnp	NM_013632	18950	purine-nucleoside phosphorylase [Source:MGI Symbol
-1.19890348373932	4393	Cyp4f13	NM_130882	170716	cytochrome P450
-1.19836627921348	3425	Gm15446	0	NA	predicted gene 15446 [Source:MGI Symbol
-1.19796137938241	2993	Osgepl1	NM_001285839	72085	O-sialoglycoprotein endopeptidase-like 1 [Source:MGI Symbol
-1.1975543878334	784	Gpcpd1	0	74182	glycerophosphocholine phosphodiesterase 1 [Source:MGI Symbol
-1.19745517846383	7879	Tpx2	0	72119	TPX2
-1.19744766077495	1487	Tal1	NM_001287388	21349	T cell acute lymphocytic leukemia 1 [Source:MGI Symbol
-1.19657318794815	4619	Ccdc114	0	211535	coiled-coil domain containing 114 [Source:MGI Symbol
-1.19657148586869	2229	Ubtd1	NM_145500	226122	ubiquitin domain containing 1 [Source:MGI Symbol
-1.19654317121224	5243	Sbno2	NM_183426	216161	strawberry notch homolog 2 (Drosophila) [Source:MGI Symbol
-1.19592628090425	3631	Sipa1l2	0	244668	signal-induced proliferation-associated 1 like 2 [Source:MGI Symbol
-1.19560985103509	5764	Mthfr	NM_010840	17769	5
-1.19510802166735	1933	C920009B18Rik	0	NA	RIKEN cDNA  C920009B18 gene [Source:MGI Symbol
-1.19421623196231	1816	2310011J03Rik	NM_025521	66374	RIKEN cDNA 2310011J03 gene [Source:MGI Symbol
-1.19252594105452	2436	Ezr	NM_009510	22350	ezrin [Source:MGI Symbol
-1.19204554113752	3408	Ppp4r2	NM_182939	232314	protein phosphatase 4
-1.19179666415292	2192	A830010M20Rik	0	231570	RIKEN cDNA A830010M20 gene [Source:MGI Symbol
-1.19142859494603	2315	Ttc39c	0	72747	tetratricopeptide repeat domain 39C [Source:MGI Symbol
-1.19054410749062	2188	Layn	NM_001033534	244864	layilin [Source:MGI Symbol
-1.1905244121141	3804	Hist1h4i	NM_175656	319158	histone cluster 1
-1.19049793114468	1365	Inf2	NM_198411	70435	inverted formin
-1.19034051038951	3238	Zfp942	NM_001199048	73233	zinc finger protein 942 [Source:MGI Symbol
-1.18942038913958	7405	Tnfsf10	NM_009425	22035	tumor necrosis factor (ligand) superfamily
-1.18915186688343	2904	Map2k3os	0	NA	mitogen-activated protein kinase kinase 3
-1.18895475647378	1270	Slc25a22	NM_026646	68267	solute carrier family 25 (mitochondrial carrier
-1.18871310222719	1770	9530082P21Rik	0	NA	RIKEN cDNA 9530082P21 gene [Source:MGI Symbol
-1.18866364688124	1411	Prkrip1	0	66801	Prkr interacting protein 1 (IL11 inducible) [Source:MGI Symbol
-1.18792359876567	2779	Trappc5	NM_025701	66682	trafficking protein particle complex 5 [Source:MGI Symbol
-1.18680904276159	3735	Thada	NM_183021	240174	thyroid adenoma associated [Source:MGI Symbol
-1.18583780562814	2466	Trim34a	0	94094	tripartite motif-containing 34A [Source:MGI Symbol
-1.18562925238631	877	Arid3a	NM_007880	13496	AT rich interactive domain 3A (BRIGHT-like) [Source:MGI Symbol
-1.18407072149578	1623	Tollip	0	54473	toll interacting protein [Source:MGI Symbol
-1.18314020236002	5594	Ccl22	NM_009137	20299	chemokine (C-C motif) ligand 22 [Source:MGI Symbol
-1.18086328818634	4076	Phf1	NM_001302397	21652	PHD finger protein 1 [Source:MGI Symbol
-1.18045756254499	3078	Cuedc1	0	103841	CUE domain containing 1 [Source:MGI Symbol
-1.17970511718978	2685	Map3k6	NM_016693	53608	mitogen-activated protein kinase kinase kinase 6 [Source:MGI Symbol
-1.17948036030107	1039	Rassf8	0	71323	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 [Source:MGI Symbol
-1.17932243947428	1312	Ttc12	NM_172770	235330	tetratricopeptide repeat domain 12 [Source:MGI Symbol
-1.17759156151461	5090	Fam46a	NM_001160378	212943	family with sequence similarity 46
-1.17662908498094	7848	Folr2	NM_001303231	14276	folate receptor 2 (fetal) [Source:MGI Symbol
-1.17594679389989	826	Ikbkg	0	16151	inhibitor of kappaB kinase gamma [Source:MGI Symbol
-1.17445928980953	3856	Stoml1	NM_026942	69106	stomatin-like 1 [Source:MGI Symbol
-1.17398323716823	1199	Gm13509	0	NA	predicted gene 13509 [Source:MGI Symbol
-1.17368617839003	8203	Plekhg2	NM_138752	101497	pleckstrin homology domain containing
-1.17337425218213	3123	Mpp7	NM_001081287	75739	membrane protein
-1.17314913272654	2447	Pgk1-rs7	0	NA	phosphoglycerate kinase-1
-1.17247253016235	1940	Cdk20	NM_053180	105278	cyclin-dependent kinase 20 [Source:MGI Symbol
-1.17211457339373	6542	C130026I21Rik	0	620078	RIKEN cDNA C130026I21 gene [Source:MGI Symbol
-1.17209005066803	2539	Coq4	0	227683	coenzyme Q4 [Source:MGI Symbol
-1.17169488529421	1573	Laptm4b	NM_033521	114128	lysosomal-associated protein transmembrane 4B [Source:MGI Symbol
-1.17132591005278	1457	Tmem134	0	NA	transmembrane protein 134 [Source:MGI Symbol
-1.17026455089611	5949	Dusp6	NM_026268	67603	dual specificity phosphatase 6 [Source:MGI Symbol
-1.17023773708527	2622	1700052K11Rik	0	NA	RIKEN cDNA 1700052K11 gene [Source:MGI Symbol
-1.16959291643337	3295	Particl	0	NA	promoter of Mat2a antisense radiation induced circulating long non-coding RNA [Source:MGI Symbol
-1.16953721544901	6419	Arl4a	NM_001039515	11861	ADP-ribosylation factor-like 4A [Source:MGI Symbol
-1.16882156390124	1556	Prkar2b	0	19088	protein kinase
-1.16866663900068	3900	Phldb1	0	102693	pleckstrin homology like domain
-1.16860025038662	3044	Fbxl2	NM_178624	72179	F-box and leucine-rich repeat protein 2 [Source:MGI Symbol
-1.16836870256881	2732	Tmem119	NM_146162	231633	transmembrane protein 119 [Source:MGI Symbol
-1.16830681009756	3022	Nt5c3	NM_001252374	107569	5'-nucleotidase
-1.16810223009232	744	Pdzd11	0	72621	PDZ domain containing 11 [Source:MGI Symbol
-1.16770712320743	2509	Fabp4	NM_024406	11770	fatty acid binding protein 4
-1.16672178777232	1087	Gm6055	0	NA	predicted gene 6055 [Source:MGI Symbol
-1.16650938982694	6273	Batf2	0	74481	basic leucine zipper transcription factor
-1.16550198882514	1134	Atp6v0c	0	11984	ATPase
-1.1653850654464	5798	Lmtk2	NM_001081109	231876	lemur tyrosine kinase 2 [Source:MGI Symbol
-1.16451589692499	1624	Lace1	NM_145743	215951	lactation elevated 1 [Source:MGI Symbol
-1.16439332426777	2503	Itpa-ps1	0	NA	inosine triphosphatase (nucleoside triphosphate pyrophosphatase) pseudogene 1 [Source:MGI Symbol
-1.16395030882852	2947	Fam8a1	NM_001033192	97863	family with sequence similarity 8
-1.16251030250111	1792	Mocos	NM_026779	68591	molybdenum cofactor sulfurase [Source:MGI Symbol
-1.16199112988458	1671	Cnep1r1	NM_029074	382030	CTD nuclear envelope phosphatase 1 regulatory subunit 1 [Source:MGI Symbol
-1.16168919347306	3489	Nab1	0	17936	Ngfi-A binding protein 1 [Source:MGI Symbol
-1.16160785187696	3808	Zfp597	0	71063	zinc finger protein 597 [Source:MGI Symbol
-1.16104872831185	3374	Tab3	0	66724	TGF-beta activated kinase 1/MAP3K7 binding protein 3 [Source:MGI Symbol
-1.16098143036131	2626	Cox11	NM_199008	69802	cytochrome c oxidase assembly protein 11 [Source:MGI Symbol
-1.16026756724942	2478	Ptgfrn	NM_011197	19221	prostaglandin F2 receptor negative regulator [Source:MGI Symbol
-1.16007656376666	2014	Cxxc1	NM_028868	74322	CXXC finger 1 (PHD domain) [Source:MGI Symbol
-1.15995747172578	1357	Slc35d2	NM_001001321	70484	solute carrier family 35
-1.15854282622017	1526	Necap1	NM_026267	67602	NECAP endocytosis associated 1 [Source:MGI Symbol
-1.15727821164525	3831	Usp4	NM_011678	22258	ubiquitin specific peptidase 4 (proto-oncogene) [Source:MGI Symbol
-1.15538705371307	5864	Gna13	NM_010303	14674	guanine nucleotide binding protein
-1.15350015114979	1480	Htra2	0	64704	HtrA serine peptidase 2 [Source:MGI Symbol
-1.15341408679068	2911	Xylt1	0	233781	xylosyltransferase 1 [Source:MGI Symbol
-1.15309302700974	1309	Il18bp	NM_010531	16068	interleukin 18 binding protein [Source:MGI Symbol
